발생년월일시,사망자수
2020-11-03 09,1
2020-11-03 09,1
2020-11-03 11,1
2020-11-03 13,1
2020-11-03 14,1
2020-11-03 18,1
2020-11-03 19,1
2020-11-03 20,1
2020-11-04 03,1
2020-11-04 04,1
2020-11-04 06,1
2020-11-04 07,1
2020-11-04 07,1
2020-11-04 08,1
2020-11-04 10,1
2020-11-04 11,1
2020-11-04 15,1
2020-11-04 15,1
2020-11-04 19,1
2020-11-05 01,1
2020-11-05 02,1
2020-11-05 03,1
2020-11-05 06,1
2020-11-05 06,1
2020-11-05 09,1
2020-11-05 11,1
2020-11-05 17,1
2020-11-05 19,1
2020-11-06 01,1
2020-11-06 03,1
2020-11-06 05,1
2020-11-06 05,1
2020-11-06 15,1
2020-11-06 15,1
2020-11-06 15,1
2020-11-06 20,1
2020-11-06 23,1
2020-11-07 13,1
2020-11-07 14,1
2020-11-07 14,1
2020-11-07 14,1
2020-11-07 15,1
2020-11-07 17,1
2020-11-07 20,1
2020-11-07 22,1
2020-11-08 05,1
2020-11-08 07,1
2020-11-08 14,1
2020-11-08 14,1
2020-11-08 19,1
2020-11-08 21,1
2020-11-08 23,1
2020-11-09 00,1
2020-11-09 00,1
2020-11-09 01,1
2020-11-09 01,1
2020-11-09 04,1
2020-11-09 08,1
2020-11-09 12,1
2020-11-09 12,1
2020-11-09 17,1
2020-11-09 17,1
2020-11-10 01,1
2020-11-10 06,1
2020-11-10 07,1
2020-11-10 07,1
2020-11-10 08,1
2020-11-10 09,1
2020-11-10 14,1
2020-11-10 14,1
2020-11-10 17,1
2020-11-10 19,1
2020-11-10 19,1
2020-11-11 00,1
2020-11-11 05,1
2020-11-11 08,1
2020-11-11 11,1
2020-11-11 11,1
2020-11-11 12,1
2020-11-11 14,1
2020-11-11 17,1
2020-11-11 19,1
2020-11-11 19,1
2020-11-11 20,1
2020-11-11 22,1
2020-11-12 00,1
2020-11-12 05,1
2020-11-12 08,1
2020-11-12 10,1
2020-11-12 11,1
2020-11-12 12,1
2020-11-12 14,1
2020-11-12 15,1
2020-11-12 17,1
2020-11-12 18,1
2020-11-12 18,1
2020-11-12 21,1
2020-11-12 23,1
2020-11-13 06,1
2020-11-13 09,1
2020-11-13 10,1
2020-11-13 16,1
2020-11-13 18,1
2020-11-13 21,1
2020-11-14 04,1
2020-11-14 06,1
2020-11-14 10,1
2020-11-14 12,1
2020-11-14 15,1
2020-11-14 16,1
2020-11-14 16,1
2020-11-14 18,1
2020-11-14 20,1
2020-11-14 22,1
2020-11-14 23,1
2020-11-15 00,1
2020-11-15 17,1
2020-11-15 18,1
2020-11-15 23,1
2020-11-16 06,1
2020-11-16 10,1
2020-11-16 10,1
2020-11-16 11,1
2020-11-16 13,1
2020-11-16 13,1
2020-11-16 16,1
2020-11-16 17,1
2020-11-16 17,1
2020-11-16 18,1
2020-11-16 19,1
2020-11-16 21,1
2020-11-16 21,1
2020-11-16 21,1
2020-11-17 01,1
2020-11-17 05,2
2020-11-17 06,1
2020-11-17 06,1
2020-11-17 08,1
2020-11-17 13,1
2020-11-17 15,1
2020-11-17 16,1
2020-11-17 17,1
2020-11-17 17,1
2020-11-17 19,2
2020-11-18 06,1
2020-11-18 17,1
2020-11-18 18,1
2020-11-18 21,1
2020-11-19 00,1
2020-11-19 04,1
2020-11-19 06,1
2020-11-19 06,1
2020-11-19 07,1
2020-11-19 12,1
2020-11-19 14,1
2020-11-19 14,1
2020-11-19 15,1
2020-11-19 16,1
2020-11-19 18,1
2020-11-19 18,1
2020-11-19 18,1
2020-11-19 20,1
2020-11-19 21,1
2020-11-19 22,1
2020-11-20 01,1
2020-11-20 02,1
2020-11-20 08,1
2020-11-20 15,1
2020-11-21 05,1
2020-11-21 12,1
2020-11-21 14,1
2020-11-21 16,2
2020-11-21 17,1
2020-11-21 22,1
2020-11-22 02,1
2020-11-22 02,2
2020-11-22 08,1
2020-11-22 09,1
2020-11-22 13,1
2020-11-22 14,1
2020-11-22 18,1
2020-11-22 23,1
2020-11-23 09,1
2020-11-23 10,1
2020-11-23 12,1
2020-11-23 18,1
2020-11-23 21,1
2020-11-24 07,2
2020-11-24 18,1
2020-11-24 19,1
2020-11-25 05,1
2020-11-25 06,1
2020-11-25 07,1
2020-11-25 08,1
2020-11-25 14,1
2020-11-25 15,1
2020-11-26 00,1
2020-11-26 05,2
2020-11-26 07,1
2020-11-26 09,1
2020-11-26 12,1
2020-11-26 13,1
2020-11-26 14,1
2020-11-26 17,1
2020-11-26 17,1
2020-11-26 19,1
2020-11-26 20,1
2020-11-26 23,1
2020-11-27 02,1
2020-11-27 13,1
2020-11-27 13,1
2020-11-27 17,1
2020-11-27 18,1
2020-11-27 21,1
2020-11-28 06,1
2020-11-28 06,1
2020-11-28 14,1
2020-11-29 00,1
2020-11-29 01,1
2020-11-29 02,1
2020-11-29 18,1
2020-11-29 18,1
2020-11-29 20,1
2020-11-29 21,1
2020-11-30 11,1
2020-11-30 11,1
2020-11-30 14,1
2020-11-30 18,1
2020-11-30 21,1
2020-11-30 22,1
2020-12-01 01,1
2020-12-01 05,1
2020-12-01 06,1
2020-12-01 08,1
2020-12-01 09,1
2020-12-01 12,1
2020-12-01 12,1
2020-12-01 16,1
2020-12-01 16,1
2020-12-01 16,1
2020-12-01 16,1
2020-12-01 17,1
2020-12-01 20,1
2020-12-02 11,1
2020-12-02 13,1
2020-12-02 14,1
2020-12-02 15,1
2020-12-02 17,1
2020-12-02 20,1
2020-12-02 20,1
2020-12-03 00,1
2020-12-03 12,1
2020-12-03 12,1
2020-12-03 14,1
2020-12-03 18,1
2020-12-03 20,1
2020-12-04 00,1
2020-12-04 03,1
2020-12-04 04,1
2020-12-04 06,1
2020-12-04 07,1
2020-12-04 07,1
2020-12-04 11,1
2020-12-04 14,1
2020-12-04 18,1
2020-12-05 04,1
2020-12-05 05,1
2020-12-05 07,1
2020-12-05 08,1
2020-12-05 14,1
2020-12-05 14,1
2020-12-05 15,1
2020-12-05 18,1
2020-12-05 21,1
2020-12-06 00,1
2020-12-06 11,1
2020-12-07 00,1
2020-12-07 10,1
2020-12-07 15,1
2020-12-07 19,1
2020-12-07 21,1
2020-12-07 23,1
2020-12-08 07,1
2020-12-08 12,1
2020-12-08 13,1
2020-12-08 21,1
2020-12-08 23,1
2020-12-09 04,1
2020-12-09 05,1
2020-12-09 05,1
2020-12-09 05,1
2020-12-09 06,1
2020-12-09 06,1
2020-12-09 07,1
2020-12-09 08,1
2020-12-09 10,1
2020-12-09 13,1
2020-12-09 13,1
2020-12-09 15,1
2020-12-09 15,1
2020-12-09 17,1
2020-12-09 17,1
2020-12-09 18,1
2020-12-10 12,1
2020-12-10 13,1
2020-12-10 13,1
2020-12-10 17,1
2020-12-10 18,1
2020-12-10 22,1
2020-12-10 23,1
2020-12-11 08,1
2020-12-11 14,1
2020-12-11 16,1
2020-12-12 05,1
2020-12-12 10,1
2020-12-12 10,1
2020-12-12 18,1
2020-12-12 18,1
2020-12-13 01,1
2020-12-13 20,1
2020-12-14 07,1
2020-12-14 07,1
2020-12-14 12,1
2020-12-14 15,1
2020-12-14 16,1
2020-12-14 18,1
2020-12-14 18,1
2020-12-14 21,1
2020-12-15 00,1
2020-12-15 10,1
2020-12-15 13,1
2020-12-15 20,1
2020-12-16 07,1
2020-12-16 16,1
2020-12-16 16,1
2020-12-16 17,2
2020-12-16 21,1
2020-12-17 04,1
2020-12-17 05,1
2020-12-17 08,1
2020-12-17 21,1
2020-12-17 22,1
2020-12-18 00,1
2020-12-18 04,1
2020-12-18 10,1
2020-12-18 11,1
2020-12-18 12,1
2020-12-18 15,1
2020-12-18 15,1
2020-12-18 17,1
2020-12-18 17,1
2020-12-18 18,1
2020-12-18 18,1
2020-12-18 20,1
2020-12-19 01,1
2020-12-19 06,1
2020-12-19 06,1
2020-12-19 07,1
2020-12-19 07,1
2020-12-19 09,2
2020-12-19 12,1
2020-12-19 14,1
2020-12-19 14,1
2020-12-19 18,1
2020-12-19 19,1
2020-12-19 20,1
2020-12-19 20,1
2020-12-19 21,1
2020-12-20 03,1
2020-12-20 13,1
2020-12-20 21,1
2020-12-21 05,1
2020-12-21 07,1
2020-12-21 09,1
2020-12-21 10,1
2020-12-21 12,1
2020-12-21 14,1
2020-12-21 18,1
2020-12-21 19,1
2020-12-21 22,1
2020-12-22 06,1
2020-12-22 11,1
2020-12-22 11,1
2020-12-22 14,1
2020-12-22 17,1
2020-12-22 17,1
2020-12-22 20,1
2020-12-22 20,1
2020-12-23 05,1
2020-12-23 06,1
2020-12-23 07,1
2020-12-23 12,1
2020-12-23 12,1
2020-12-23 18,1
2020-12-23 23,1
2020-12-24 13,1
2020-12-24 14,1
2020-12-24 15,1
2020-12-25 01,1
2020-12-25 04,1
2020-12-25 04,1
2020-12-25 09,1
2020-12-25 09,1
2020-12-25 16,1
2020-12-25 20,1
2020-12-25 22,1
2020-12-26 13,2
2020-12-26 16,1
2020-12-26 19,1
2020-12-26 19,1
2020-12-27 00,1
2020-12-27 07,1
2020-12-27 07,1
2020-12-27 09,1
2020-12-27 17,1
2020-12-27 17,1
2020-12-27 22,1
2020-12-28 03,1
2020-12-28 04,2
2020-12-28 07,1
2020-12-28 07,1
2020-12-28 14,1
2020-12-28 15,1
2020-12-28 16,1
2020-12-28 17,1
2020-12-28 19,1
2020-12-29 13,1
2020-12-29 15,1
2020-12-29 16,1
2020-12-29 17,1
2020-12-29 18,1
2020-12-30 06,1
2020-12-30 08,1
2020-12-30 15,1
2020-12-30 17,1
2020-12-31 06,1
2020-12-31 07,1
2020-12-31 11,1
2020-12-31 18,1
2020-12-31 19,1
2020-12-31 21,1
2020-12-31 21,1
